meanRF,meanNRF,HighSupportCladesProp,RFConsensus,NRFConsensus,CladeRecoveryConsensus,RFMCC,NRFMCC,CladeRecoveryMCC,likelihoodESS,priorESS,jointESS,tier,ZIP,leaves,independent_sites
9.12809687812465,0.652006919866047,0.333333333333333,5,0.357142857142857,0.4,10,0.714285714285714,0.4,8439.54294197622,8534.661840334,8452.93695065002,3,"ZIP(0.5, 6.0)",10,10
6.5601599822242,0.468582855873157,0.555555555555556,4,0.285714285714286,0.5,8,0.571428571428571,0.5,7556.82425861475,9000.99999999996,8565.17166379856,4,"ZIP(0.5, 6.0)",10,10
7.28074658371292,0.520053327408066,0.444444444444444,6,0.428571428571429,0.5,8,0.571428571428571,0.5,9000.99999999995,8621.10439265706,8731.32651411335,2,"ZIP(0.7, 10.0)",10,10
13.4622819686701,0.961591569190725,0.111111111111111,7,0.5,0.1,12,0.857142857142857,0.2,3303.43468311239,3124.52360562294,3137.59578919432,3,"ZIP(0.7, 10.0)",10,10
6.66837018109099,0.476312155792214,0.222222222222222,4,0.285714285714286,0.4,6,0.428571428571429,0.5,8617.65492735601,8007.38916624957,8243.78450656458,4,"ZIP(0.7, 10.0)",10,10
11.8071325408288,0.8433666100592,0.111111111111111,7,0.5,0.1,12,0.857142857142857,0.3,7361.86579499539,5032.2499718246,5172.8348731113,2,"ZIP(0.9, 30.0)",10,10
9.5873791800911,0.684812798577936,0.111111111111111,6,0.428571428571429,0.2,6,0.428571428571429,0.6,4506.9295898598,2899.77723736614,3004.6570496953,3,"ZIP(0.9, 30.0)",10,10
13.6964781690923,0.97831986922088,0.166666666666667,8,0.571428571428571,0.1,14,1.0,0.1,9001.00000000001,9001.00000000002,9001.0,4,"ZIP(0.9, 30.0)",10,10
4.69436729252305,0.335311949465932,0.375,2,0.142857142857143,0.6,2,0.142857142857143,0.7,9294.82073422519,8555.52028194697,9000.99999999998,1,independent,10,50
4.88101322075325,0.348643801482375,0.5,4,0.285714285714286,0.5,2,0.142857142857143,0.7,9182.57025369176,9001.0,9000.99999999998,2,"ZIP(0.2, 3.75)",10,50
4.09287856904788,0.292348469217706,0.375,2,0.142857142857143,0.7,2,0.142857142857143,0.7,9001.00000000005,9000.99999999997,9000.99999999997,3,"ZIP(0.2, 3.75)",10,50
5.63070769914454,0.402193407081753,0.625,4,0.285714285714286,0.5,6,0.428571428571429,0.5,9001.00000000001,9001.00000000001,9000.99999999999,4,"ZIP(0.2, 3.75)",10,50
9.86779246750361,0.704842319107401,0.25,5,0.357142857142857,0.3,6,0.428571428571429,0.5,9000.99999999999,9371.14404797587,9000.99999999996,2,"ZIP(0.5, 6.0)",10,50
2.48350183312965,0.177392988080689,0.625,2,0.142857142857143,0.7,2,0.142857142857143,0.7,9359.0121375696,9707.21767566,9000.99999999996,3,"ZIP(0.5, 6.0)",10,50
6.20842128652372,0.443458663323123,0.5,5,0.357142857142857,0.5,6,0.428571428571429,0.5,9001.00000000002,9001.00000000001,9000.99999999999,4,"ZIP(0.5, 6.0)",10,50
5.58515720475503,0.398939800339645,0.625,4,0.285714285714286,0.5,6,0.428571428571429,0.5,9001.00000000001,8454.37738128834,8295.93118417891,2,"ZIP(0.7, 10.0)",10,50
5.24608376847017,0.374720269176441,0.5,3,0.214285714285714,0.6,4,0.285714285714286,0.6,8975.67454040187,9001.00000000002,9001.00000000002,3,"ZIP(0.7, 10.0)",10,50
7.99444506165982,0.571031790118558,0.571428571428571,8,0.571428571428571,0.4,8,0.571428571428571,0.4,8336.01800820046,9001.0,8580.26100441369,4,"ZIP(0.7, 10.0)",10,50
11.4222864126208,0.815877600901487,0.25,7,0.5,0.2,12,0.857142857142857,0.2,9000.99999999998,7785.88175442082,8314.22536962031,2,"ZIP(0.9, 30.0)",10,50
6.64037329185646,0.474312377989747,0.666666666666667,5,0.357142857142857,0.5,6,0.428571428571429,0.5,8317.93671891477,11057.5180345138,8515.2999833714,3,"ZIP(0.9, 30.0)",10,50
7.6293745139429,0.544955322424493,0.375,5,0.357142857142857,0.4,8,0.571428571428571,0.4,8713.56712433158,9000.99999999999,9000.99999999999,4,"ZIP(0.9, 30.0)",10,50
4.23352960782135,0.302394971987239,0.625,2,0.142857142857143,0.6,4,0.285714285714286,0.6,8683.14478228774,9001.0,8520.70386057327,1,independent,10,100
5.19053438506833,0.370752456076309,0.625,3,0.214285714285714,0.5,4,0.285714285714286,0.6,8687.86605949015,9000.99999999998,8705.40071259482,2,"ZIP(0.2, 3.75)",10,100
3.25563826241529,0.23254559017252,0.625,2,0.142857142857143,0.6,2,0.142857142857143,0.7,9001.00000000001,9001.00000000003,9000.99999999998,3,"ZIP(0.2, 3.75)",10,100
