site_dep_param,total tiers,current tier,size,leaves,independent_sites
"ZIP(0.9, 30.0)",2,1,10,40,10
"ZIP(0.9, 30.0)",2,2,58,40,10
"ZIP(0.9, 30.0)",3,1,10,40,10
"ZIP(0.9, 30.0)",3,2,21,40,10
"ZIP(0.9, 30.0)",3,3,20,40,10
"ZIP(0.9, 30.0)",4,1,10,40,10
"ZIP(0.9, 30.0)",4,2,65,40,10
"ZIP(0.9, 30.0)",4,3,269,40,10
"ZIP(0.9, 30.0)",4,4,779,40,10
"ZIP(0.2, 3.75)",2,1,50,40,50
"ZIP(0.2, 3.75)",2,2,156,40,50
"ZIP(0.2, 3.75)",3,1,50,40,50
"ZIP(0.2, 3.75)",3,2,131,40,50
"ZIP(0.2, 3.75)",3,3,411,40,50
"ZIP(0.2, 3.75)",4,1,50,40,50
"ZIP(0.2, 3.75)",4,2,160,40,50
"ZIP(0.2, 3.75)",4,3,463,40,50
"ZIP(0.2, 3.75)",4,4,1401,40,50
"ZIP(0.5, 6.0)",2,1,50,40,50
"ZIP(0.5, 6.0)",2,2,124,40,50
"ZIP(0.5, 6.0)",3,1,50,40,50
"ZIP(0.5, 6.0)",3,2,151,40,50
"ZIP(0.5, 6.0)",3,3,455,40,50
"ZIP(0.5, 6.0)",4,1,50,40,50
"ZIP(0.5, 6.0)",4,2,206,40,50
"ZIP(0.5, 6.0)",4,3,671,40,50
"ZIP(0.5, 6.0)",4,4,2031,40,50
"ZIP(0.7, 10.0)",2,1,50,40,50
"ZIP(0.7, 10.0)",2,2,120,40,50
"ZIP(0.7, 10.0)",3,1,50,40,50
"ZIP(0.7, 10.0)",3,2,131,40,50
"ZIP(0.7, 10.0)",3,3,382,40,50
"ZIP(0.7, 10.0)",4,1,50,40,50
"ZIP(0.7, 10.0)",4,2,99,40,50
"ZIP(0.7, 10.0)",4,3,357,40,50
"ZIP(0.7, 10.0)",4,4,1088,40,50
"ZIP(0.9, 30.0)",2,1,50,40,50
"ZIP(0.9, 30.0)",2,2,168,40,50
"ZIP(0.9, 30.0)",3,1,50,40,50
"ZIP(0.9, 30.0)",3,2,135,40,50
"ZIP(0.9, 30.0)",3,3,388,40,50
"ZIP(0.9, 30.0)",4,1,50,40,50
"ZIP(0.9, 30.0)",4,2,55,40,50
"ZIP(0.9, 30.0)",4,3,294,40,50
"ZIP(0.9, 30.0)",4,4,892,40,50
"ZIP(0.2, 3.75)",2,1,100,40,100
"ZIP(0.2, 3.75)",2,2,272,40,100
"ZIP(0.2, 3.75)",3,1,100,40,100
"ZIP(0.2, 3.75)",3,2,333,40,100
"ZIP(0.2, 3.75)",3,3,948,40,100
"ZIP(0.2, 3.75)",4,1,100,40,100
"ZIP(0.2, 3.75)",4,2,288,40,100
"ZIP(0.2, 3.75)",4,3,893,40,100
"ZIP(0.2, 3.75)",4,4,2645,40,100
"ZIP(0.5, 6.0)",2,1,100,40,100
"ZIP(0.5, 6.0)",2,2,320,40,100
"ZIP(0.5, 6.0)",3,1,100,40,100
"ZIP(0.5, 6.0)",3,2,289,40,100
"ZIP(0.5, 6.0)",3,3,840,40,100
"ZIP(0.5, 6.0)",4,1,100,40,100
"ZIP(0.5, 6.0)",4,2,374,40,100
"ZIP(0.5, 6.0)",4,3,1163,40,100
"ZIP(0.5, 6.0)",4,4,3676,40,100
"ZIP(0.7, 10.0)",2,1,100,40,100
"ZIP(0.7, 10.0)",2,2,329,40,100
"ZIP(0.7, 10.0)",3,1,100,40,100
"ZIP(0.7, 10.0)",3,2,310,40,100
"ZIP(0.7, 10.0)",3,3,1052,40,100
"ZIP(0.7, 10.0)",4,1,100,40,100
"ZIP(0.7, 10.0)",4,2,212,40,100
"ZIP(0.7, 10.0)",4,3,574,40,100
"ZIP(0.7, 10.0)",4,4,1681,40,100
"ZIP(0.9, 30.0)",2,1,100,40,100
"ZIP(0.9, 30.0)",2,2,254,40,100
"ZIP(0.9, 30.0)",3,1,100,40,100
"ZIP(0.9, 30.0)",3,2,354,40,100
"ZIP(0.9, 30.0)",3,3,1274,40,100
"ZIP(0.9, 30.0)",4,1,100,40,100
"ZIP(0.9, 30.0)",4,2,284,40,100
"ZIP(0.9, 30.0)",4,3,796,40,100
"ZIP(0.9, 30.0)",4,4,2181,40,100
"ZIP(0.2, 3.75)",2,1,200,40,200
"ZIP(0.2, 3.75)",2,2,605,40,200
"ZIP(0.2, 3.75)",3,1,200,40,200
"ZIP(0.2, 3.75)",3,2,623,40,200
"ZIP(0.2, 3.75)",3,3,1873,40,200
"ZIP(0.2, 3.75)",4,1,200,40,200
"ZIP(0.2, 3.75)",4,2,644,40,200
"ZIP(0.2, 3.75)",4,3,1944,40,200
"ZIP(0.2, 3.75)",4,4,5944,40,200
"ZIP(0.5, 6.0)",2,1,200,40,200
"ZIP(0.5, 6.0)",2,2,572,40,200
"ZIP(0.5, 6.0)",3,1,200,40,200
"ZIP(0.5, 6.0)",3,2,700,40,200
"ZIP(0.5, 6.0)",3,3,1994,40,200
"ZIP(0.5, 6.0)",4,1,200,40,200
"ZIP(0.5, 6.0)",4,2,623,40,200
"ZIP(0.5, 6.0)",4,3,1911,40,200
"ZIP(0.5, 6.0)",4,4,5578,40,200
"ZIP(0.7, 10.0)",2,1,200,40,200
"ZIP(0.7, 10.0)",2,2,585,40,200
"ZIP(0.7, 10.0)",3,1,200,40,200
"ZIP(0.7, 10.0)",3,2,615,40,200
"ZIP(0.7, 10.0)",3,3,1693,40,200
"ZIP(0.7, 10.0)",4,1,200,40,200
"ZIP(0.7, 10.0)",4,2,619,40,200
"ZIP(0.7, 10.0)",4,3,1899,40,200
"ZIP(0.7, 10.0)",4,4,6079,40,200
"ZIP(0.9, 30.0)",2,1,200,40,200
"ZIP(0.9, 30.0)",2,2,581,40,200
"ZIP(0.9, 30.0)",3,1,200,40,200
"ZIP(0.9, 30.0)",3,2,398,40,200
"ZIP(0.9, 30.0)",3,3,1145,40,200
"ZIP(0.9, 30.0)",4,1,200,40,200
"ZIP(0.9, 30.0)",4,2,600,40,200
"ZIP(0.9, 30.0)",4,3,1936,40,200
"ZIP(0.9, 30.0)",4,4,5835,40,200
"ZIP(0.2, 3.75)",2,1,10,40,10
"ZIP(0.2, 3.75)",2,2,41,40,10
"ZIP(0.2, 3.75)",3,1,10,40,10
"ZIP(0.2, 3.75)",3,2,15,40,10
"ZIP(0.2, 3.75)",3,3,38,40,10
"ZIP(0.2, 3.75)",4,1,10,40,10
"ZIP(0.2, 3.75)",4,2,26,40,10
"ZIP(0.2, 3.75)",4,3,95,40,10
"ZIP(0.2, 3.75)",4,4,282,40,10
"ZIP(0.5, 6.0)",2,1,10,40,10
"ZIP(0.5, 6.0)",2,2,25,40,10
"ZIP(0.5, 6.0)",3,1,10,40,10
"ZIP(0.5, 6.0)",3,2,47,40,10
"ZIP(0.5, 6.0)",3,3,148,40,10
"ZIP(0.5, 6.0)",4,1,10,40,10
"ZIP(0.5, 6.0)",4,2,43,40,10
"ZIP(0.5, 6.0)",4,3,131,40,10
"ZIP(0.5, 6.0)",4,4,357,40,10
"ZIP(0.7, 10.0)",2,1,10,40,10
"ZIP(0.7, 10.0)",2,2,22,40,10
"ZIP(0.7, 10.0)",3,1,10,40,10
"ZIP(0.7, 10.0)",3,2,30,40,10
"ZIP(0.7, 10.0)",3,3,69,40,10
"ZIP(0.7, 10.0)",4,1,10,40,10
"ZIP(0.7, 10.0)",4,2,67,40,10
"ZIP(0.7, 10.0)",4,3,241,40,10
"ZIP(0.7, 10.0)",4,4,797,40,10
"ZIP(0.9, 30.0)",2,1,10,40,10
"ZIP(0.9, 30.0)",2,2,36,40,10
"ZIP(0.9, 30.0)",3,1,10,40,10
"ZIP(0.9, 30.0)",3,2,94,40,10
"ZIP(0.9, 30.0)",3,3,216,40,10
"ZIP(0.9, 30.0)",4,1,10,40,10
"ZIP(0.9, 30.0)",4,2,36,40,10
"ZIP(0.9, 30.0)",4,3,31,40,10
"ZIP(0.9, 30.0)",4,4,99,40,10
"ZIP(0.2, 3.75)",2,1,50,40,50
"ZIP(0.2, 3.75)",2,2,156,40,50
"ZIP(0.2, 3.75)",3,1,50,40,50
"ZIP(0.2, 3.75)",3,2,157,40,50
"ZIP(0.2, 3.75)",3,3,508,40,50
"ZIP(0.2, 3.75)",4,1,50,40,50
"ZIP(0.2, 3.75)",4,2,168,40,50
"ZIP(0.2, 3.75)",4,3,535,40,50
"ZIP(0.2, 3.75)",4,4,1719,40,50
"ZIP(0.5, 6.0)",2,1,50,40,50
"ZIP(0.5, 6.0)",2,2,178,40,50
"ZIP(0.5, 6.0)",3,1,50,40,50
"ZIP(0.5, 6.0)",3,2,193,40,50
"ZIP(0.5, 6.0)",3,3,655,40,50
"ZIP(0.5, 6.0)",4,1,50,40,50
"ZIP(0.5, 6.0)",4,2,134,40,50
"ZIP(0.5, 6.0)",4,3,422,40,50
"ZIP(0.5, 6.0)",4,4,1228,40,50
"ZIP(0.7, 10.0)",2,1,50,40,50
"ZIP(0.7, 10.0)",2,2,127,40,50
"ZIP(0.7, 10.0)",3,1,50,40,50
"ZIP(0.7, 10.0)",3,2,166,40,50
"ZIP(0.7, 10.0)",3,3,572,40,50
"ZIP(0.7, 10.0)",4,1,50,40,50
"ZIP(0.7, 10.0)",4,2,151,40,50
"ZIP(0.7, 10.0)",4,3,391,40,50
"ZIP(0.7, 10.0)",4,4,1430,40,50
"ZIP(0.9, 30.0)",2,1,50,40,50
"ZIP(0.9, 30.0)",2,2,171,40,50
"ZIP(0.9, 30.0)",3,1,50,40,50
"ZIP(0.9, 30.0)",3,2,30,40,50
"ZIP(0.9, 30.0)",3,3,57,40,50
"ZIP(0.9, 30.0)",4,1,50,40,50
"ZIP(0.9, 30.0)",4,2,28,40,50
"ZIP(0.9, 30.0)",4,3,177,40,50
"ZIP(0.9, 30.0)",4,4,528,40,50
"ZIP(0.2, 3.75)",2,1,100,40,100
"ZIP(0.2, 3.75)",2,2,300,40,100
"ZIP(0.2, 3.75)",3,1,100,40,100
"ZIP(0.2, 3.75)",3,2,337,40,100
"ZIP(0.2, 3.75)",3,3,1063,40,100
"ZIP(0.2, 3.75)",4,1,100,40,100
"ZIP(0.2, 3.75)",4,2,279,40,100
"ZIP(0.2, 3.75)",4,3,812,40,100
"ZIP(0.2, 3.75)",4,4,2480,40,100
"ZIP(0.5, 6.0)",2,1,100,40,100
"ZIP(0.5, 6.0)",2,2,325,40,100
"ZIP(0.5, 6.0)",3,1,100,40,100
"ZIP(0.5, 6.0)",3,2,358,40,100
"ZIP(0.5, 6.0)",3,3,1026,40,100
"ZIP(0.5, 6.0)",4,1,100,40,100
"ZIP(0.5, 6.0)",4,2,287,40,100
"ZIP(0.5, 6.0)",4,3,925,40,100
"ZIP(0.5, 6.0)",4,4,2747,40,100
"ZIP(0.7, 10.0)",2,1,100,40,100
"ZIP(0.7, 10.0)",2,2,199,40,100
"ZIP(0.7, 10.0)",3,1,100,40,100
"ZIP(0.7, 10.0)",3,2,248,40,100
"ZIP(0.7, 10.0)",3,3,811,40,100
"ZIP(0.7, 10.0)",4,1,100,40,100
"ZIP(0.7, 10.0)",4,2,303,40,100
"ZIP(0.7, 10.0)",4,3,838,40,100
"ZIP(0.7, 10.0)",4,4,2380,40,100
"ZIP(0.9, 30.0)",2,1,100,40,100
"ZIP(0.9, 30.0)",2,2,374,40,100
"ZIP(0.9, 30.0)",3,1,100,40,100
"ZIP(0.9, 30.0)",3,2,294,40,100
"ZIP(0.9, 30.0)",3,3,921,40,100
"ZIP(0.9, 30.0)",4,1,100,40,100
"ZIP(0.9, 30.0)",4,2,183,40,100
"ZIP(0.9, 30.0)",4,3,550,40,100
"ZIP(0.9, 30.0)",4,4,1505,40,100
"ZIP(0.2, 3.75)",2,1,200,40,200
"ZIP(0.2, 3.75)",2,2,629,40,200
"ZIP(0.2, 3.75)",3,1,200,40,200
"ZIP(0.2, 3.75)",3,2,608,40,200
"ZIP(0.2, 3.75)",3,3,1836,40,200
"ZIP(0.2, 3.75)",4,1,200,40,200
"ZIP(0.2, 3.75)",4,2,655,40,200
"ZIP(0.2, 3.75)",4,3,2061,40,200
"ZIP(0.2, 3.75)",4,4,6240,40,200
"ZIP(0.5, 6.0)",2,1,200,40,200
"ZIP(0.5, 6.0)",2,2,629,40,200
"ZIP(0.5, 6.0)",3,1,200,40,200
"ZIP(0.5, 6.0)",3,2,583,40,200
"ZIP(0.5, 6.0)",3,3,1837,40,200
"ZIP(0.5, 6.0)",4,1,200,40,200
"ZIP(0.5, 6.0)",4,2,659,40,200
"ZIP(0.5, 6.0)",4,3,2095,40,200
"ZIP(0.5, 6.0)",4,4,6411,40,200
"ZIP(0.7, 10.0)",2,1,200,40,200
"ZIP(0.7, 10.0)",2,2,546,40,200
"ZIP(0.7, 10.0)",3,1,200,40,200
"ZIP(0.7, 10.0)",3,2,635,40,200
"ZIP(0.7, 10.0)",3,3,1990,40,200
"ZIP(0.7, 10.0)",4,1,200,40,200
"ZIP(0.7, 10.0)",4,2,573,40,200
"ZIP(0.7, 10.0)",4,3,1907,40,200
"ZIP(0.7, 10.0)",4,4,5953,40,200
"ZIP(0.9, 30.0)",2,1,200,40,200
"ZIP(0.9, 30.0)",2,2,559,40,200
"ZIP(0.9, 30.0)",3,1,200,40,200
"ZIP(0.9, 30.0)",3,2,359,40,200
"ZIP(0.9, 30.0)",3,3,1281,40,200
"ZIP(0.9, 30.0)",4,1,200,40,200
"ZIP(0.9, 30.0)",4,2,757,40,200
"ZIP(0.9, 30.0)",4,3,2123,40,200
"ZIP(0.9, 30.0)",4,4,5800,40,200
"ZIP(0.2, 3.75)",2,1,10,40,10
"ZIP(0.2, 3.75)",2,2,33,40,10
"ZIP(0.2, 3.75)",3,1,10,40,10
"ZIP(0.2, 3.75)",3,2,35,40,10
"ZIP(0.2, 3.75)",3,3,95,40,10
"ZIP(0.2, 3.75)",4,1,10,40,10
"ZIP(0.2, 3.75)",4,2,19,40,10
"ZIP(0.2, 3.75)",4,3,66,40,10
"ZIP(0.2, 3.75)",4,4,208,40,10
"ZIP(0.5, 6.0)",2,1,10,40,10
"ZIP(0.5, 6.0)",2,2,33,40,10
"ZIP(0.5, 6.0)",3,1,10,40,10
"ZIP(0.5, 6.0)",3,2,18,40,10
"ZIP(0.5, 6.0)",3,3,52,40,10
"ZIP(0.5, 6.0)",4,1,10,40,10
"ZIP(0.5, 6.0)",4,2,13,40,10
"ZIP(0.5, 6.0)",4,3,22,40,10
"ZIP(0.5, 6.0)",4,4,86,40,10
"ZIP(0.7, 10.0)",2,1,10,40,10
"ZIP(0.7, 10.0)",2,2,31,40,10
"ZIP(0.7, 10.0)",3,1,10,40,10
"ZIP(0.7, 10.0)",3,2,26,40,10
"ZIP(0.7, 10.0)",3,3,87,40,10
"ZIP(0.7, 10.0)",4,1,10,40,10
"ZIP(0.7, 10.0)",4,2,12,40,10
"ZIP(0.7, 10.0)",4,3,31,40,10
"ZIP(0.7, 10.0)",4,4,89,40,10
"ZIP(0.9, 30.0)",2,1,10,40,10
"ZIP(0.9, 30.0)",2,2,68,40,10
"ZIP(0.9, 30.0)",3,1,10,40,10
"ZIP(0.9, 30.0)",3,2,42,40,10
"ZIP(0.9, 30.0)",3,3,26,40,10
"ZIP(0.9, 30.0)",4,1,10,40,10
"ZIP(0.9, 30.0)",4,2,54,40,10
"ZIP(0.9, 30.0)",4,3,315,40,10
"ZIP(0.9, 30.0)",4,4,903,40,10
"ZIP(0.2, 3.75)",2,1,50,40,50
"ZIP(0.2, 3.75)",2,2,131,40,50
"ZIP(0.2, 3.75)",3,1,50,40,50
"ZIP(0.2, 3.75)",3,2,166,40,50
"ZIP(0.2, 3.75)",3,3,436,40,50
"ZIP(0.2, 3.75)",4,1,50,40,50
"ZIP(0.2, 3.75)",4,2,167,40,50
"ZIP(0.2, 3.75)",4,3,526,40,50
"ZIP(0.2, 3.75)",4,4,1540,40,50
"ZIP(0.5, 6.0)",2,1,50,40,50
"ZIP(0.5, 6.0)",2,2,141,40,50
"ZIP(0.5, 6.0)",3,1,50,40,50
"ZIP(0.5, 6.0)",3,2,180,40,50
"ZIP(0.5, 6.0)",3,3,623,40,50
"ZIP(0.5, 6.0)",4,1,50,40,50
"ZIP(0.5, 6.0)",4,2,136,40,50
"ZIP(0.5, 6.0)",4,3,359,40,50
"ZIP(0.5, 6.0)",4,4,1106,40,50
"ZIP(0.7, 10.0)",2,1,50,40,50
"ZIP(0.7, 10.0)",2,2,187,40,50
"ZIP(0.7, 10.0)",3,1,50,40,50
"ZIP(0.7, 10.0)",3,2,111,40,50
"ZIP(0.7, 10.0)",3,3,348,40,50
"ZIP(0.7, 10.0)",4,1,50,40,50
"ZIP(0.7, 10.0)",4,2,168,40,50
"ZIP(0.7, 10.0)",4,3,574,40,50
"ZIP(0.7, 10.0)",4,4,1525,40,50
"ZIP(0.9, 30.0)",2,1,50,40,50
"ZIP(0.9, 30.0)",2,2,126,40,50
"ZIP(0.9, 30.0)",3,1,50,40,50
"ZIP(0.9, 30.0)",3,2,212,40,50
"ZIP(0.9, 30.0)",3,3,641,40,50
"ZIP(0.9, 30.0)",4,1,50,40,50
"ZIP(0.9, 30.0)",4,2,173,40,50
"ZIP(0.9, 30.0)",4,3,455,40,50
"ZIP(0.9, 30.0)",4,4,1275,40,50
"ZIP(0.2, 3.75)",2,1,100,40,100
"ZIP(0.2, 3.75)",2,2,349,40,100
"ZIP(0.2, 3.75)",3,1,100,40,100
"ZIP(0.2, 3.75)",3,2,257,40,100
"ZIP(0.2, 3.75)",3,3,776,40,100
"ZIP(0.2, 3.75)",4,1,100,40,100
"ZIP(0.2, 3.75)",4,2,304,40,100
"ZIP(0.2, 3.75)",4,3,891,40,100
"ZIP(0.2, 3.75)",4,4,2661,40,100
"ZIP(0.5, 6.0)",2,1,100,40,100
"ZIP(0.5, 6.0)",2,2,246,40,100
"ZIP(0.5, 6.0)",3,1,100,40,100
"ZIP(0.5, 6.0)",3,2,290,40,100
"ZIP(0.5, 6.0)",3,3,846,40,100
"ZIP(0.5, 6.0)",4,1,100,40,100
"ZIP(0.5, 6.0)",4,2,302,40,100
"ZIP(0.5, 6.0)",4,3,842,40,100
"ZIP(0.5, 6.0)",4,4,2361,40,100
"ZIP(0.7, 10.0)",2,1,100,40,100
"ZIP(0.7, 10.0)",2,2,313,40,100
"ZIP(0.7, 10.0)",3,1,100,40,100
"ZIP(0.7, 10.0)",3,2,361,40,100
"ZIP(0.7, 10.0)",3,3,1229,40,100
"ZIP(0.7, 10.0)",4,1,100,40,100
"ZIP(0.7, 10.0)",4,2,208,40,100
"ZIP(0.7, 10.0)",4,3,607,40,100
"ZIP(0.7, 10.0)",4,4,1775,40,100
"ZIP(0.9, 30.0)",2,1,100,40,100
"ZIP(0.9, 30.0)",2,2,299,40,100
"ZIP(0.9, 30.0)",3,1,100,40,100
"ZIP(0.9, 30.0)",3,2,234,40,100
"ZIP(0.9, 30.0)",3,3,695,40,100
"ZIP(0.9, 30.0)",4,1,100,40,100
"ZIP(0.9, 30.0)",4,2,364,40,100
"ZIP(0.9, 30.0)",4,3,861,40,100
"ZIP(0.9, 30.0)",4,4,2490,40,100
"ZIP(0.2, 3.75)",2,1,200,40,200
"ZIP(0.2, 3.75)",2,2,540,40,200
"ZIP(0.2, 3.75)",3,1,200,40,200
"ZIP(0.2, 3.75)",3,2,725,40,200
"ZIP(0.2, 3.75)",3,3,2240,40,200
"ZIP(0.2, 3.75)",4,1,200,40,200
"ZIP(0.2, 3.75)",4,2,608,40,200
"ZIP(0.2, 3.75)",4,3,1840,40,200
"ZIP(0.2, 3.75)",4,4,5558,40,200
"ZIP(0.5, 6.0)",2,1,200,40,200
"ZIP(0.5, 6.0)",2,2,599,40,200
"ZIP(0.5, 6.0)",3,1,200,40,200
"ZIP(0.5, 6.0)",3,2,601,40,200
"ZIP(0.5, 6.0)",3,3,1804,40,200
"ZIP(0.5, 6.0)",4,1,200,40,200
"ZIP(0.5, 6.0)",4,2,609,40,200
"ZIP(0.5, 6.0)",4,3,1577,40,200
"ZIP(0.5, 6.0)",4,4,4775,40,200
"ZIP(0.7, 10.0)",2,1,200,40,200
"ZIP(0.7, 10.0)",2,2,683,40,200
"ZIP(0.7, 10.0)",3,1,200,40,200
"ZIP(0.7, 10.0)",3,2,529,40,200
"ZIP(0.7, 10.0)",3,3,1516,40,200
"ZIP(0.7, 10.0)",4,1,200,40,200
"ZIP(0.7, 10.0)",4,2,638,40,200
"ZIP(0.7, 10.0)",4,3,1864,40,200
"ZIP(0.7, 10.0)",4,4,5919,40,200
"ZIP(0.9, 30.0)",2,1,200,40,200
"ZIP(0.9, 30.0)",2,2,360,40,200
"ZIP(0.9, 30.0)",3,1,200,40,200
"ZIP(0.9, 30.0)",3,2,379,40,200
"ZIP(0.9, 30.0)",3,3,1047,40,200
"ZIP(0.9, 30.0)",4,1,200,40,200
"ZIP(0.9, 30.0)",4,2,708,40,200
"ZIP(0.9, 30.0)",4,3,1876,40,200
"ZIP(0.9, 30.0)",4,4,4954,40,200
"ZIP(0.2, 3.75)",2,1,10,40,10
"ZIP(0.2, 3.75)",2,2,23,40,10
"ZIP(0.2, 3.75)",3,1,10,40,10
"ZIP(0.2, 3.75)",3,2,26,40,10
"ZIP(0.2, 3.75)",3,3,86,40,10
"ZIP(0.2, 3.75)",4,1,10,40,10
"ZIP(0.2, 3.75)",4,2,35,40,10
"ZIP(0.2, 3.75)",4,3,112,40,10
"ZIP(0.2, 3.75)",4,4,359,40,10
"ZIP(0.5, 6.0)",2,1,10,40,10
"ZIP(0.5, 6.0)",2,2,19,40,10
"ZIP(0.5, 6.0)",3,1,10,40,10
"ZIP(0.5, 6.0)",3,2,38,40,10
"ZIP(0.5, 6.0)",3,3,99,40,10
"ZIP(0.5, 6.0)",4,1,10,40,10
"ZIP(0.5, 6.0)",4,2,22,40,10
"ZIP(0.5, 6.0)",4,3,42,40,10
"ZIP(0.5, 6.0)",4,4,116,40,10
"ZIP(0.7, 10.0)",2,1,10,40,10
"ZIP(0.7, 10.0)",2,2,45,40,10
"ZIP(0.7, 10.0)",3,1,10,40,10
"ZIP(0.7, 10.0)",3,2,29,40,10
"ZIP(0.7, 10.0)",3,3,93,40,10
"ZIP(0.7, 10.0)",4,1,10,40,10
"ZIP(0.7, 10.0)",4,2,16,40,10
"ZIP(0.7, 10.0)",4,3,16,40,10
"ZIP(0.7, 10.0)",4,4,55,40,10
"ZIP(0.9, 30.0)",2,1,10,40,10
"ZIP(0.9, 30.0)",2,2,20,40,10
"ZIP(0.9, 30.0)",3,1,10,40,10
"ZIP(0.9, 30.0)",3,2,76,40,10
"ZIP(0.9, 30.0)",3,3,226,40,10
"ZIP(0.9, 30.0)",4,1,10,40,10
"ZIP(0.9, 30.0)",4,2,24,40,10
"ZIP(0.9, 30.0)",4,3,28,40,10
"ZIP(0.9, 30.0)",4,4,66,40,10
"ZIP(0.2, 3.75)",2,1,50,40,50
"ZIP(0.2, 3.75)",2,2,125,40,50
"ZIP(0.2, 3.75)",3,1,50,40,50
"ZIP(0.2, 3.75)",3,2,157,40,50
"ZIP(0.2, 3.75)",3,3,529,40,50
"ZIP(0.2, 3.75)",4,1,50,40,50
"ZIP(0.2, 3.75)",4,2,155,40,50
"ZIP(0.2, 3.75)",4,3,467,40,50
"ZIP(0.2, 3.75)",4,4,1369,40,50
"ZIP(0.5, 6.0)",2,1,50,40,50
"ZIP(0.5, 6.0)",2,2,139,40,50
"ZIP(0.5, 6.0)",3,1,50,40,50
"ZIP(0.5, 6.0)",3,2,167,40,50
"ZIP(0.5, 6.0)",3,3,564,40,50
"ZIP(0.5, 6.0)",4,1,50,40,50
"ZIP(0.5, 6.0)",4,2,111,40,50
"ZIP(0.5, 6.0)",4,3,379,40,50
"ZIP(0.5, 6.0)",4,4,1242,40,50
"ZIP(0.7, 10.0)",2,1,50,40,50
"ZIP(0.7, 10.0)",2,2,189,40,50
"ZIP(0.7, 10.0)",3,1,50,40,50
"ZIP(0.7, 10.0)",3,2,142,40,50
"ZIP(0.7, 10.0)",3,3,402,40,50
"ZIP(0.7, 10.0)",4,1,50,40,50
"ZIP(0.7, 10.0)",4,2,177,40,50
"ZIP(0.7, 10.0)",4,3,459,40,50
"ZIP(0.7, 10.0)",4,4,1426,40,50
"ZIP(0.9, 30.0)",2,1,50,40,50
"ZIP(0.9, 30.0)",2,2,206,40,50
"ZIP(0.9, 30.0)",3,1,50,40,50
"ZIP(0.9, 30.0)",3,2,128,40,50
"ZIP(0.9, 30.0)",3,3,296,40,50
"ZIP(0.9, 30.0)",4,1,50,40,50
"ZIP(0.9, 30.0)",4,2,80,40,50
"ZIP(0.9, 30.0)",4,3,315,40,50
"ZIP(0.9, 30.0)",4,4,820,40,50
"ZIP(0.2, 3.75)",2,1,100,40,100
"ZIP(0.2, 3.75)",2,2,272,40,100
"ZIP(0.2, 3.75)",3,1,100,40,100
"ZIP(0.2, 3.75)",3,2,260,40,100
"ZIP(0.2, 3.75)",3,3,761,40,100
"ZIP(0.2, 3.75)",4,1,100,40,100
"ZIP(0.2, 3.75)",4,2,295,40,100
"ZIP(0.2, 3.75)",4,3,957,40,100
"ZIP(0.2, 3.75)",4,4,2902,40,100
"ZIP(0.5, 6.0)",2,1,100,40,100
"ZIP(0.5, 6.0)",2,2,271,40,100
"ZIP(0.5, 6.0)",3,1,100,40,100
"ZIP(0.5, 6.0)",3,2,335,40,100
"ZIP(0.5, 6.0)",3,3,993,40,100
"ZIP(0.5, 6.0)",4,1,100,40,100
"ZIP(0.5, 6.0)",4,2,297,40,100
"ZIP(0.5, 6.0)",4,3,892,40,100
"ZIP(0.5, 6.0)",4,4,2701,40,100
"ZIP(0.7, 10.0)",2,1,100,40,100
"ZIP(0.7, 10.0)",2,2,292,40,100
"ZIP(0.7, 10.0)",3,1,100,40,100
"ZIP(0.7, 10.0)",3,2,293,40,100
"ZIP(0.7, 10.0)",3,3,872,40,100
"ZIP(0.7, 10.0)",4,1,100,40,100
"ZIP(0.7, 10.0)",4,2,357,40,100
"ZIP(0.7, 10.0)",4,3,838,40,100
"ZIP(0.7, 10.0)",4,4,2354,40,100
"ZIP(0.9, 30.0)",2,1,100,40,100
"ZIP(0.9, 30.0)",2,2,418,40,100
"ZIP(0.9, 30.0)",3,1,100,40,100
"ZIP(0.9, 30.0)",3,2,183,40,100
"ZIP(0.9, 30.0)",3,3,521,40,100
"ZIP(0.9, 30.0)",4,1,100,40,100
"ZIP(0.9, 30.0)",4,2,312,40,100
"ZIP(0.9, 30.0)",4,3,817,40,100
"ZIP(0.9, 30.0)",4,4,3022,40,100
"ZIP(0.2, 3.75)",2,1,200,40,200
"ZIP(0.2, 3.75)",2,2,660,40,200
"ZIP(0.2, 3.75)",3,1,200,40,200
"ZIP(0.2, 3.75)",3,2,591,40,200
"ZIP(0.2, 3.75)",3,3,1852,40,200
"ZIP(0.2, 3.75)",4,1,200,40,200
"ZIP(0.2, 3.75)",4,2,610,40,200
"ZIP(0.2, 3.75)",4,3,1849,40,200
"ZIP(0.2, 3.75)",4,4,5560,40,200
"ZIP(0.5, 6.0)",2,1,200,40,200
"ZIP(0.5, 6.0)",2,2,644,40,200
"ZIP(0.5, 6.0)",3,1,200,40,200
"ZIP(0.5, 6.0)",3,2,595,40,200
"ZIP(0.5, 6.0)",3,3,1743,40,200
"ZIP(0.5, 6.0)",4,1,200,40,200
"ZIP(0.5, 6.0)",4,2,644,40,200
"ZIP(0.5, 6.0)",4,3,1975,40,200
"ZIP(0.5, 6.0)",4,4,5905,40,200
"ZIP(0.7, 10.0)",2,1,200,40,200
"ZIP(0.7, 10.0)",2,2,559,40,200
"ZIP(0.7, 10.0)",3,1,200,40,200
